Data;CDI_Diario;Taxa
30/03/2000;0,066979;0,00066979
31/03/2000;0,066945;0,00066945
03/04/2000;0,066878;0,00066878
04/04/2000;0,066912;0,00066912
05/04/2000;0,067046;0,00067046
06/04/2000;0,067079;0,00067079
07/04/2000;0,067046;0,00067046
10/04/2000;0,067012;0,00067012
11/04/2000;0,067046;0,00067046
12/04/2000;0,067079;0,00067079
13/04/2000;0,06718;0,00067180
14/04/2000;0,067314;0,00067314
17/04/2000;0,067314;0,00067314
18/04/2000;0,067314;0,00067314
19/04/2000;0,067146;0,00067146
20/04/2000;0,06728;0,00067280
24/04/2000;0,06728;0,00067280
25/04/2000;0,06728;0,00067280
26/04/2000;0,06728;0,00067280
27/04/2000;0,06728;0,00067280
28/04/2000;0,06728;0,00067280
02/05/2000;0,067347;0,00067347
03/05/2000;0,067347;0,00067347
04/05/2000;0,067414;0,00067414
05/05/2000;0,067414;0,00067414
08/05/2000;0,067314;0,00067314
09/05/2000;0,06718;0,00067180
10/05/2000;0,06718;0,00067180
11/05/2000;0,06718;0,00067180
12/05/2000;0,067113;0,00067113
15/05/2000;0,067113;0,00067113
16/05/2000;0,067113;0,00067113
17/05/2000;0,067079;0,00067079
18/05/2000;0,067079;0,00067079
19/05/2000;0,067079;0,00067079
22/05/2000;0,067079;0,00067079
23/05/2000;0,067079;0,00067079
24/05/2000;0,067113;0,00067113
25/05/2000;0,067113;0,00067113
26/05/2000;0,067146;0,00067146
29/05/2000;0,067113;0,00067113
30/05/2000;0,067046;0,00067046
31/05/2000;0,067012;0,00067012
01/06/2000;0,066979;0,00066979
02/06/2000;0,066945;0,00066945
05/06/2000;0,066878;0,00066878
06/06/2000;0,066777;0,00066777
07/06/2000;0,066643;0,00066643
08/06/2000;0,066576;0,00066576
09/06/2000;0,066576;0,00066576
12/06/2000;0,066542;0,00066542
13/06/2000;0,066509;0,00066509
14/06/2000;0,066475;0,00066475
15/06/2000;0,066509;0,00066509
16/06/2000;0,066542;0,00066542
19/06/2000;0,066509;0,00066509
20/06/2000;0,066206;0,00066206
21/06/2000;0,063779;0,00063779
23/06/2000;0,063678;0,00063678
26/06/2000;0,063509;0,00063509
27/06/2000;0,063407;0,00063407
28/06/2000;0,062967;0,00062967
29/06/2000;0,063102;0,00063102
30/06/2000;0,063035;0,00063035
03/07/2000;0,062899;0,00062899
04/07/2000;0,062933;0,00062933
05/07/2000;0,063001;0,00063001
06/07/2000;0,063068;0,00063068
07/07/2000;0,062967;0,00062967
10/07/2000;0,062119;0,00062119
11/07/2000;0,061983;0,00061983
12/07/2000;0,061949;0,00061949
13/07/2000;0,061915;0,00061915
14/07/2000;0,061949;0,00061949
17/07/2000;0,061949;0,00061949
18/07/2000;0,061915;0,00061915
19/07/2000;0,061745;0,00061745
20/07/2000;0,060588;0,00060588
21/07/2000;0,06052;0,00060520
24/07/2000;0,060452;0,00060452
25/07/2000;0,060383;0,00060383
26/07/2000;0,060349;0,00060349
27/07/2000;0,060315;0,00060315
28/07/2000;0,060281;0,00060281
31/07/2000;0,060213;0,00060213
01/08/2000;0,060179;0,00060179
02/08/2000;0,060179;0,00060179
03/08/2000;0,060179;0,00060179
04/08/2000;0,060179;0,00060179
07/08/2000;0,060213;0,00060213
08/08/2000;0,060247;0,00060247
09/08/2000;0,060213;0,00060213
10/08/2000;0,060281;0,00060281
11/08/2000;0,060383;0,00060383
14/08/2000;0,060452;0,00060452
15/08/2000;0,060315;0,00060315
16/08/2000;0,060247;0,00060247
17/08/2000;0,060315;0,00060315
18/08/2000;0,060349;0,00060349
21/08/2000;0,060554;0,00060554
22/08/2000;0,060315;0,00060315
23/08/2000;0,059427;0,00059427
24/08/2000;0,060213;0,00060213
25/08/2000;0,060315;0,00060315
28/08/2000;0,060349;0,00060349
29/08/2000;0,060383;0,00060383
30/08/2000;0,060315;0,00060315
31/08/2000;0,060179;0,00060179
01/09/2000;0,060145;0,00060145
04/09/2000;0,060247;0,00060247
05/09/2000;0,060281;0,00060281
06/09/2000;0,060417;0,00060417
08/09/2000;0,060452;0,00060452
11/09/2000;0,060588;0,00060588
12/09/2000;0,060588;0,00060588
13/09/2000;0,060622;0,00060622
14/09/2000;0,060656;0,00060656
15/09/2000;0,060622;0,00060622
18/09/2000;0,060622;0,00060622
19/09/2000;0,060588;0,00060588
20/09/2000;0,060588;0,00060588
21/09/2000;0,060622;0,00060622
22/09/2000;0,060588;0,00060588
25/09/2000;0,060554;0,00060554
26/09/2000;0,060486;0,00060486
27/09/2000;0,060383;0,00060383
28/09/2000;0,060417;0,00060417
29/09/2000;0,060588;0,00060588
02/10/2000;0,060622;0,00060622
03/10/2000;0,060588;0,00060588
04/10/2000;0,060656;0,00060656
05/10/2000;0,060656;0,00060656
06/10/2000;0,060554;0,00060554
09/10/2000;0,060554;0,00060554
10/10/2000;0,06052;0,00060520
11/10/2000;0,060452;0,00060452
13/10/2000;0,06052;0,00060520
16/10/2000;0,060554;0,00060554
17/10/2000;0,060554;0,00060554
18/10/2000;0,060554;0,00060554
19/10/2000;0,060554;0,00060554
20/10/2000;0,060588;0,00060588
23/10/2000;0,060554;0,00060554
24/10/2000;0,06052;0,00060520
25/10/2000;0,06052;0,00060520
26/10/2000;0,060554;0,00060554
27/10/2000;0,060554;0,00060554
30/10/2000;0,060554;0,00060554
31/10/2000;0,060588;0,00060588
01/11/2000;0,06052;0,00060520
03/11/2000;0,060417;0,00060417
06/11/2000;0,060281;0,00060281
07/11/2000;0,060349;0,00060349
08/11/2000;0,060486;0,00060486
09/11/2000;0,06052;0,00060520
10/11/2000;0,060554;0,00060554
13/11/2000;0,060554;0,00060554
14/11/2000;0,060588;0,00060588
16/11/2000;0,060588;0,00060588
17/11/2000;0,060622;0,00060622
20/11/2000;0,060588;0,00060588
21/11/2000;0,060588;0,00060588
22/11/2000;0,060349;0,00060349
23/11/2000;0,060349;0,00060349
24/11/2000;0,060315;0,00060315
27/11/2000;0,060281;0,00060281
28/11/2000;0,060315;0,00060315
29/11/2000;0,060213;0,00060213
30/11/2000;0,060145;0,00060145
01/12/2000;0,060179;0,00060179
04/12/2000;0,060145;0,00060145
05/12/2000;0,060145;0,00060145
06/12/2000;0,06011;0,00060110
07/12/2000;0,060076;0,00060076
08/12/2000;0,060076;0,00060076
11/12/2000;0,060042;0,00060042
12/12/2000;0,060008;0,00060008
13/12/2000;0,059974;0,00059974
14/12/2000;0,05994;0,00059940
15/12/2000;0,05994;0,00059940
18/12/2000;0,059871;0,00059871
19/12/2000;0,059803;0,00059803
20/12/2000;0,058983;0,00058983
21/12/2000;0,058023;0,00058023
22/12/2000;0,057989;0,00057989
26/12/2000;0,057955;0,00057955
27/12/2000;0,057886;0,00057886
28/12/2000;0,057955;0,00057955
29/12/2000;0,057955;0,00057955
02/01/2001;0,057989;0,00057989
03/01/2001;0,057886;0,00057886
04/01/2001;0,057852;0,00057852
05/01/2001;0,057886;0,00057886
08/01/2001;0,057852;0,00057852
09/01/2001;0,057852;0,00057852
10/01/2001;0,057646;0,00057646
11/01/2001;0,057577;0,00057577
12/01/2001;0,057508;0,00057508
15/01/2001;0,057474;0,00057474
16/01/2001;0,057508;0,00057508
17/01/2001;0,056442;0,00056442
18/01/2001;0,056166;0,00056166
19/01/2001;0,056166;0,00056166
22/01/2001;0,056097;0,00056097
23/01/2001;0,055994;0,00055994
24/01/2001;0,056063;0,00056063
25/01/2001;0,056097;0,00056097
26/01/2001;0,055891;0,00055891
29/01/2001;0,055787;0,00055787
30/01/2001;0,055753;0,00055753
31/01/2001;0,055615;0,00055615
01/02/2001;0,05558;0,00055580
02/02/2001;0,055546;0,00055546
05/02/2001;0,055615;0,00055615
06/02/2001;0,055649;0,00055649
07/02/2001;0,055753;0,00055753
08/02/2001;0,055822;0,00055822
09/02/2001;0,055891;0,00055891
12/02/2001;0,055822;0,00055822
13/02/2001;0,055753;0,00055753
14/02/2001;0,055442;0,00055442
15/02/2001;0,056063;0,00056063
16/02/2001;0,056063;0,00056063
19/02/2001;0,05596;0,00055960
20/02/2001;0,055994;0,00055994
21/02/2001;0,055994;0,00055994
22/02/2001;0,055994;0,00055994
23/02/2001;0,05596;0,00055960
28/02/2001;0,055891;0,00055891
01/03/2001;0,055787;0,00055787
02/03/2001;0,055787;0,00055787
05/03/2001;0,055787;0,00055787
06/03/2001;0,055753;0,00055753
07/03/2001;0,055718;0,00055718
08/03/2001;0,055718;0,00055718
09/03/2001;0,055649;0,00055649
12/03/2001;0,055649;0,00055649
13/03/2001;0,055684;0,00055684
14/03/2001;0,055684;0,00055684
15/03/2001;0,055684;0,00055684
16/03/2001;0,055891;0,00055891
19/03/2001;0,05596;0,00055960
20/03/2001;0,056097;0,00056097
21/03/2001;0,056097;0,00056097
22/03/2001;0,057955;0,00057955
23/03/2001;0,057989;0,00057989
26/03/2001;0,057955;0,00057955
27/03/2001;0,057955;0,00057955
28/03/2001;0,05792;0,00057920
29/03/2001;0,05792;0,00057920
30/03/2001;0,057955;0,00057955
02/04/2001;0,057955;0,00057955
03/04/2001;0,057989;0,00057989
04/04/2001;0,057955;0,00057955
05/04/2001;0,05792;0,00057920
06/04/2001;0,057955;0,00057955
09/04/2001;0,05792;0,00057920
10/04/2001;0,058023;0,00058023
11/04/2001;0,057989;0,00057989
12/04/2001;0,057989;0,00057989
16/04/2001;0,058058;0,00058058
17/04/2001;0,058058;0,00058058
18/04/2001;0,058298;0,00058298
19/04/2001;0,059701;0,00059701
20/04/2001;0,059701;0,00059701
23/04/2001;0,059701;0,00059701
24/04/2001;0,059701;0,00059701
25/04/2001;0,059701;0,00059701
26/04/2001;0,059701;0,00059701
27/04/2001;0,059769;0,00059769
30/04/2001;0,059701;0,00059701
02/05/2001;0,059667;0,00059667
03/05/2001;0,059632;0,00059632
04/05/2001;0,059701;0,00059701
07/05/2001;0,059701;0,00059701
08/05/2001;0,059735;0,00059735
09/05/2001;0,059769;0,00059769
10/05/2001;0,059769;0,00059769
11/05/2001;0,059769;0,00059769
14/05/2001;0,059735;0,00059735
15/05/2001;0,059769;0,00059769
16/05/2001;0,059735;0,00059735
17/05/2001;0,059769;0,00059769
18/05/2001;0,059769;0,00059769
21/05/2001;0,059735;0,00059735
22/05/2001;0,059769;0,00059769
23/05/2001;0,060997;0,00060997
24/05/2001;0,061371;0,00061371
25/05/2001;0,061473;0,00061473
28/05/2001;0,061507;0,00061507
29/05/2001;0,061541;0,00061541
30/05/2001;0,061541;0,00061541
31/05/2001;0,061507;0,00061507
01/06/2001;0,061541;0,00061541
04/06/2001;0,061507;0,00061507
05/06/2001;0,061473;0,00061473
06/06/2001;0,061405;0,00061405
07/06/2001;0,061337;0,00061337
08/06/2001;0,061201;0,00061201
11/06/2001;0,061099;0,00061099
12/06/2001;0,061167;0,00061167
13/06/2001;0,061099;0,00061099
15/06/2001;0,061201;0,00061201
18/06/2001;0,061473;0,00061473
19/06/2001;0,061575;0,00061575
20/06/2001;0,063068;0,00063068
21/06/2001;0,066576;0,00066576
22/06/2001;0,066609;0,00066609
25/06/2001;0,066609;0,00066609
26/06/2001;0,066576;0,00066576
27/06/2001;0,066643;0,00066643
28/06/2001;0,066643;0,00066643
29/06/2001;0,066643;0,00066643
02/07/2001;0,066677;0,00066677
03/07/2001;0,06671;0,00066710
04/07/2001;0,06671;0,00066710
05/07/2001;0,06671;0,00066710
06/07/2001;0,066777;0,00066777
09/07/2001;0,066744;0,00066744
10/07/2001;0,066811;0,00066811
11/07/2001;0,067146;0,00067146
12/07/2001;0,067314;0,00067314
13/07/2001;0,06718;0,00067180
16/07/2001;0,067046;0,00067046
17/07/2001;0,066945;0,00066945
18/07/2001;0,068051;0,00068051
19/07/2001;0,068886;0,00068886
20/07/2001;0,068953;0,00068953
23/07/2001;0,068853;0,00068853
24/07/2001;0,068886;0,00068886
25/07/2001;0,068886;0,00068886
26/07/2001;0,068786;0,00068786
27/07/2001;0,068919;0,00068919
30/07/2001;0,068919;0,00068919
31/07/2001;0,068919;0,00068919
01/08/2001;0,068953;0,00068953
02/08/2001;0,068919;0,00068919
03/08/2001;0,068953;0,00068953
06/08/2001;0,068986;0,00068986
07/08/2001;0,069053;0,00069053
08/08/2001;0,069053;0,00069053
09/08/2001;0,069053;0,00069053
10/08/2001;0,06902;0,00069020
13/08/2001;0,069086;0,00069086
14/08/2001;0,069086;0,00069086
15/08/2001;0,069086;0,00069086
16/08/2001;0,06912;0,00069120
17/08/2001;0,069153;0,00069153
20/08/2001;0,069153;0,00069153
21/08/2001;0,069186;0,00069186
22/08/2001;0,069253;0,00069253
23/08/2001;0,069153;0,00069153
24/08/2001;0,069186;0,00069186
27/08/2001;0,069153;0,00069153
28/08/2001;0,06912;0,00069120
29/08/2001;0,069053;0,00069053
30/08/2001;0,06912;0,00069120
31/08/2001;0,069186;0,00069186
03/09/2001;0,069186;0,00069186
04/09/2001;0,06912;0,00069120
05/09/2001;0,06912;0,00069120
06/09/2001;0,06912;0,00069120
10/09/2001;0,069186;0,00069186
11/09/2001;0,069153;0,00069153
12/09/2001;0,069153;0,00069153
13/09/2001;0,06912;0,00069120
14/09/2001;0,069186;0,00069186
17/09/2001;0,069186;0,00069186
18/09/2001;0,069186;0,00069186
19/09/2001;0,069153;0,00069153
20/09/2001;0,069153;0,00069153
21/09/2001;0,06922;0,00069220
24/09/2001;0,069186;0,00069186
25/09/2001;0,069253;0,00069253
26/09/2001;0,06932;0,00069320
27/09/2001;0,069353;0,00069353
28/09/2001;0,069353;0,00069353
01/10/2001;0,069386;0,00069386
02/10/2001;0,06942;0,00069420
03/10/2001;0,06942;0,00069420
04/10/2001;0,069353;0,00069353
05/10/2001;0,06932;0,00069320
08/10/2001;0,069286;0,00069286
09/10/2001;0,069253;0,00069253
10/10/2001;0,069186;0,00069186
11/10/2001;0,069186;0,00069186
15/10/2001;0,069186;0,00069186
16/10/2001;0,069153;0,00069153
17/10/2001;0,06912;0,00069120
18/10/2001;0,069186;0,00069186
19/10/2001;0,069153;0,00069153
22/10/2001;0,069153;0,00069153
23/10/2001;0,069186;0,00069186
24/10/2001;0,069186;0,00069186
25/10/2001;0,069153;0,00069153
26/10/2001;0,06912;0,00069120
29/10/2001;0,069186;0,00069186
30/10/2001;0,069153;0,00069153
31/10/2001;0,069153;0,00069153
01/11/2001;0,069153;0,00069153
05/11/2001;0,069186;0,00069186
06/11/2001;0,069186;0,00069186
07/11/2001;0,06922;0,00069220
08/11/2001;0,069186;0,00069186
09/11/2001;0,06922;0,00069220
12/11/2001;0,06922;0,00069220
13/11/2001;0,069186;0,00069186
14/11/2001;0,06922;0,00069220
16/11/2001;0,06922;0,00069220
19/11/2001;0,06922;0,00069220
20/11/2001;0,06922;0,00069220
21/11/2001;0,069153;0,00069153
22/11/2001;0,06922;0,00069220
23/11/2001;0,06922;0,00069220
26/11/2001;0,06922;0,00069220
27/11/2001;0,06922;0,00069220
28/11/2001;0,06922;0,00069220
29/11/2001;0,06922;0,00069220
30/11/2001;0,069253;0,00069253
03/12/2001;0,069253;0,00069253
04/12/2001;0,069253;0,00069253
05/12/2001;0,06932;0,00069320
06/12/2001;0,069286;0,00069286
07/12/2001;0,069286;0,00069286
10/12/2001;0,069253;0,00069253
11/12/2001;0,069286;0,00069286
12/12/2001;0,069253;0,00069253
13/12/2001;0,069186;0,00069186
14/12/2001;0,069186;0,00069186
17/12/2001;0,06922;0,00069220
18/12/2001;0,06922;0,00069220
19/12/2001;0,06922;0,00069220
20/12/2001;0,06922;0,00069220
21/12/2001;0,069253;0,00069253
24/12/2001;0,069253;0,00069253
26/12/2001;0,069153;0,00069153
27/12/2001;0,06912;0,00069120
28/12/2001;0,06912;0,00069120
31/12/2001;0,06912;0,00069120
02/01/2002;0,06912;0,00069120
03/01/2002;0,06912;0,00069120
04/01/2002;0,069153;0,00069153
07/01/2002;0,069153;0,00069153
08/01/2002;0,06912;0,00069120
09/01/2002;0,069153;0,00069153
10/01/2002;0,069153;0,00069153
11/01/2002;0,06912;0,00069120
14/01/2002;0,06912;0,00069120
15/01/2002;0,06912;0,00069120
16/01/2002;0,06912;0,00069120
17/01/2002;0,06912;0,00069120
18/01/2002;0,06912;0,00069120
21/01/2002;0,069153;0,00069153
22/01/2002;0,06912;0,00069120
23/01/2002;0,069086;0,00069086
24/01/2002;0,06912;0,00069120
25/01/2002;0,06912;0,00069120
28/01/2002;0,06912;0,00069120
29/01/2002;0,06912;0,00069120
30/01/2002;0,06912;0,00069120
31/01/2002;0,069153;0,00069153
01/02/2002;0,069186;0,00069186
04/02/2002;0,069186;0,00069186
05/02/2002;0,069186;0,00069186
06/02/2002;0,069186;0,00069186
07/02/2002;0,069186;0,00069186
08/02/2002;0,069186;0,00069186
13/02/2002;0,069186;0,00069186
14/02/2002;0,069186;0,00069186
15/02/2002;0,069186;0,00069186
18/02/2002;0,069186;0,00069186
19/02/2002;0,069153;0,00069153
20/02/2002;0,06912;0,00069120
21/02/2002;0,068318;0,00068318
22/02/2002;0,068318;0,00068318
25/02/2002;0,068352;0,00068352
26/02/2002;0,068318;0,00068318
27/02/2002;0,068385;0,00068385
28/02/2002;0,068352;0,00068352
01/03/2002;0,068352;0,00068352
04/03/2002;0,068352;0,00068352
05/03/2002;0,068352;0,00068352
06/03/2002;0,068352;0,00068352
07/03/2002;0,068352;0,00068352
08/03/2002;0,068352;0,00068352
11/03/2002;0,068352;0,00068352
12/03/2002;0,068352;0,00068352
13/03/2002;0,068352;0,00068352
14/03/2002;0,068352;0,00068352
15/03/2002;0,068352;0,00068352
18/03/2002;0,068352;0,00068352
19/03/2002;0,068352;0,00068352
20/03/2002;0,067247;0,00067247
21/03/2002;0,067515;0,00067515
22/03/2002;0,067515;0,00067515
25/03/2002;0,067548;0,00067548
26/03/2002;0,067582;0,00067582
27/03/2002;0,067582;0,00067582
28/03/2002;0,067548;0,00067548
01/04/2002;0,067448;0,00067448
02/04/2002;0,067247;0,00067247
03/04/2002;0,067113;0,00067113
04/04/2002;0,067079;0,00067079
05/04/2002;0,067046;0,00067046
08/04/2002;0,067012;0,00067012
09/04/2002;0,067012;0,00067012
10/04/2002;0,067012;0,00067012
11/04/2002;0,067012;0,00067012
12/04/2002;0,067012;0,00067012
15/04/2002;0,067012;0,00067012
16/04/2002;0,067012;0,00067012
17/04/2002;0,066844;0,00066844
18/04/2002;0,066979;0,00066979
19/04/2002;0,067012;0,00067012
22/04/2002;0,066878;0,00066878
23/04/2002;0,066844;0,00066844
24/04/2002;0,066811;0,00066811
25/04/2002;0,066811;0,00066811
26/04/2002;0,06671;0,00066710
29/04/2002;0,066542;0,00066542
30/04/2002;0,066106;0,00066106
02/05/2002;0,066609;0,00066609
03/05/2002;0,066542;0,00066542
06/05/2002;0,066408;0,00066408
07/05/2002;0,066139;0,00066139
08/05/2002;0,065769;0,00065769
09/05/2002;0,066005;0,00066005
10/05/2002;0,066341;0,00066341
13/05/2002;0,066677;0,00066677
14/05/2002;0,066844;0,00066844
15/05/2002;0,066878;0,00066878
16/05/2002;0,066811;0,00066811
17/05/2002;0,066811;0,00066811
20/05/2002;0,066677;0,00066677
21/05/2002;0,066139;0,00066139
22/05/2002;0,066206;0,00066206
23/05/2002;0,06671;0,00066710
24/05/2002;0,066844;0,00066844
27/05/2002;0,066744;0,00066744
28/05/2002;0,066509;0,00066509
29/05/2002;0,065904;0,00065904
31/05/2002;0,064792;0,00064792
03/06/2002;0,061983;0,00061983
04/06/2002;0,050928;0,00050928
05/06/2002;0,059598;0,00059598
06/06/2002;0,063339;0,00063339
07/06/2002;0,065163;0,00065163
10/06/2002;0,065971;0,00065971
11/06/2002;0,066139;0,00066139
12/06/2002;0,065904;0,00065904
13/06/2002;0,065534;0,00065534
14/06/2002;0,066542;0,00066542
17/06/2002;0,066945;0,00066945
18/06/2002;0,066844;0,00066844
19/06/2002;0,066979;0,00066979
20/06/2002;0,067046;0,00067046
21/06/2002;0,067012;0,00067012
24/06/2002;0,067012;0,00067012
25/06/2002;0,06718;0,00067180
26/06/2002;0,067213;0,00067213
27/06/2002;0,067113;0,00067113
28/06/2002;0,067213;0,00067213
01/07/2002;0,067146;0,00067146
02/07/2002;0,066912;0,00066912
03/07/2002;0,066945;0,00066945
04/07/2002;0,06671;0,00066710
05/07/2002;0,066979;0,00066979
08/07/2002;0,067146;0,00067146
09/07/2002;0,06718;0,00067180
10/07/2002;0,067046;0,00067046
11/07/2002;0,066912;0,00066912
12/07/2002;0,066542;0,00066542
15/07/2002;0,066811;0,00066811
16/07/2002;0,066878;0,00066878
17/07/2002;0,066475;0,00066475
18/07/2002;0,065332;0,00065332
19/07/2002;0,065231;0,00065231
22/07/2002;0,065264;0,00065264
23/07/2002;0,065163;0,00065163
24/07/2002;0,065433;0,00065433
25/07/2002;0,065298;0,00065298
26/07/2002;0,065365;0,00065365
29/07/2002;0,065365;0,00065365
30/07/2002;0,065298;0,00065298
31/07/2002;0,065231;0,00065231
01/08/2002;0,065197;0,00065197
02/08/2002;0,065298;0,00065298
05/08/2002;0,065163;0,00065163
06/08/2002;0,065399;0,00065399
07/08/2002;0,065365;0,00065365
08/08/2002;0,065332;0,00065332
09/08/2002;0,065332;0,00065332
12/08/2002;0,065163;0,00065163
13/08/2002;0,065365;0,00065365
14/08/2002;0,065197;0,00065197
15/08/2002;0,065231;0,00065231
16/08/2002;0,065298;0,00065298
19/08/2002;0,065332;0,00065332
20/08/2002;0,065332;0,00065332
21/08/2002;0,065332;0,00065332
22/08/2002;0,064927;0,00064927
23/08/2002;0,065096;0,00065096
26/08/2002;0,065197;0,00065197
27/08/2002;0,065264;0,00065264
28/08/2002;0,065298;0,00065298
29/08/2002;0,065298;0,00065298
30/08/2002;0,065264;0,00065264
02/09/2002;0,065399;0,00065399
03/09/2002;0,065433;0,00065433
04/09/2002;0,065231;0,00065231
05/09/2002;0,065298;0,00065298
06/09/2002;0,065264;0,00065264
09/09/2002;0,065298;0,00065298
10/09/2002;0,065332;0,00065332
11/09/2002;0,065332;0,00065332
12/09/2002;0,065298;0,00065298
13/09/2002;0,065298;0,00065298
16/09/2002;0,065332;0,00065332
17/09/2002;0,065298;0,00065298
18/09/2002;0,065365;0,00065365
19/09/2002;0,065332;0,00065332
20/09/2002;0,065332;0,00065332
23/09/2002;0,065365;0,00065365
24/09/2002;0,065264;0,00065264
25/09/2002;0,065298;0,00065298
26/09/2002;0,065298;0,00065298
27/09/2002;0,065332;0,00065332
30/09/2002;0,065365;0,00065365
01/10/2002;0,065332;0,00065332
02/10/2002;0,065365;0,00065365
03/10/2002;0,065332;0,00065332
04/10/2002;0,065231;0,00065231
07/10/2002;0,065197;0,00065197
08/10/2002;0,065163;0,00065163
09/10/2002;0,065163;0,00065163
10/10/2002;0,065197;0,00065197
11/10/2002;0,065163;0,00065163
14/10/2002;0,065298;0,00065298
15/10/2002;0,075245;0,00075245
16/10/2002;0,075212;0,00075212
17/10/2002;0,075146;0,00075146
18/10/2002;0,075146;0,00075146
21/10/2002;0,075146;0,00075146
22/10/2002;0,075113;0,00075113
23/10/2002;0,075048;0,00075048
24/10/2002;0,07508;0,00075080
25/10/2002;0,075048;0,00075048
28/10/2002;0,075048;0,00075048
29/10/2002;0,074982;0,00074982
30/10/2002;0,075048;0,00075048
31/10/2002;0,074982;0,00074982
01/11/2002;0,075015;0,00075015
04/11/2002;0,075048;0,00075048
05/11/2002;0,07508;0,00075080
06/11/2002;0,075113;0,00075113
07/11/2002;0,075113;0,00075113
08/11/2002;0,075113;0,00075113
11/11/2002;0,07508;0,00075080
12/11/2002;0,07508;0,00075080
13/11/2002;0,074982;0,00074982
14/11/2002;0,074982;0,00074982
18/11/2002;0,074949;0,00074949
19/11/2002;0,074949;0,00074949
20/11/2002;0,074982;0,00074982
21/11/2002;0,077636;0,00077636
22/11/2002;0,077962;0,00077962
25/11/2002;0,078191;0,00078191
26/11/2002;0,078354;0,00078354
27/11/2002;0,078386;0,00078386
28/11/2002;0,078321;0,00078321
29/11/2002;0,078126;0,00078126
02/12/2002;0,078321;0,00078321
03/12/2002;0,078419;0,00078419
04/12/2002;0,078386;0,00078386
05/12/2002;0,078419;0,00078419
06/12/2002;0,078419;0,00078419
09/12/2002;0,078354;0,00078354
10/12/2002;0,078289;0,00078289
11/12/2002;0,078158;0,00078158
12/12/2002;0,078126;0,00078126
13/12/2002;0,078093;0,00078093
16/12/2002;0,078093;0,00078093
17/12/2002;0,07806;0,00078060
18/12/2002;0,07806;0,00078060
19/12/2002;0,087729;0,00087729
20/12/2002;0,087793;0,00087793
23/12/2002;0,087825;0,00087825
24/12/2002;0,087729;0,00087729
26/12/2002;0,087761;0,00087761
27/12/2002;0,087857;0,00087857
30/12/2002;0,087984;0,00087984
31/12/2002;0,088048;0,00088048
02/01/2003;0,088016;0,00088016
03/01/2003;0,087984;0,00087984
06/01/2003;0,088048;0,00088048
07/01/2003;0,088048;0,00088048
08/01/2003;0,088016;0,00088016
09/01/2003;0,087984;0,00087984
10/01/2003;0,087984;0,00087984
13/01/2003;0,087952;0,00087952
14/01/2003;0,087984;0,00087984
15/01/2003;0,088048;0,00088048
16/01/2003;0,088111;0,00088111
17/01/2003;0,088111;0,00088111
20/01/2003;0,08808;0,00088080
21/01/2003;0,08808;0,00088080
22/01/2003;0,088111;0,00088111
23/01/2003;0,089477;0,00089477
24/01/2003;0,089604;0,00089604
27/01/2003;0,089635;0,00089635
28/01/2003;0,089287;0,00089287
29/01/2003;0,089572;0,00089572
30/01/2003;0,089635;0,00089635
31/01/2003;0,089477;0,00089477
03/02/2003;0,089635;0,00089635
04/02/2003;0,089699;0,00089699
05/02/2003;0,089762;0,00089762
06/02/2003;0,089762;0,00089762
07/02/2003;0,089699;0,00089699
10/02/2003;0,089667;0,00089667
11/02/2003;0,089635;0,00089635
12/02/2003;0,089477;0,00089477
13/02/2003;0,089445;0,00089445
14/02/2003;0,089509;0,00089509
17/02/2003;0,089604;0,00089604
18/02/2003;0,089509;0,00089509
19/02/2003;0,08954;0,00089540
20/02/2003;0,091974;0,00091974
21/02/2003;0,092352;0,00092352
24/02/2003;0,092446;0,00092446
25/02/2003;0,092477;0,00092477
26/02/2003;0,092477;0,00092477
27/02/2003;0,092509;0,00092509
28/02/2003;0,092635;0,00092635
05/03/2003;0,092698;0,00092698
06/03/2003;0,092666;0,00092666
07/03/2003;0,092666;0,00092666
10/03/2003;0,092761;0,00092761
11/03/2003;0,092698;0,00092698
12/03/2003;0,092666;0,00092666
13/03/2003;0,092603;0,00092603
14/03/2003;0,092603;0,00092603
17/03/2003;0,092603;0,00092603
18/03/2003;0,092509;0,00092509
19/03/2003;0,092477;0,00092477
20/03/2003;0,092509;0,00092509
21/03/2003;0,092477;0,00092477
24/03/2003;0,092446;0,00092446
25/03/2003;0,092352;0,00092352
26/03/2003;0,092383;0,00092383
27/03/2003;0,092352;0,00092352
28/03/2003;0,092446;0,00092446
31/03/2003;0,092477;0,00092477
01/04/2003;0,092415;0,00092415
02/04/2003;0,092415;0,00092415
03/04/2003;0,092415;0,00092415
04/04/2003;0,092415;0,00092415
07/04/2003;0,092446;0,00092446
08/04/2003;0,092446;0,00092446
09/04/2003;0,092415;0,00092415
10/04/2003;0,092352;0,00092352
11/04/2003;0,092383;0,00092383
14/04/2003;0,092383;0,00092383
15/04/2003;0,092415;0,00092415
16/04/2003;0,092603;0,00092603
17/04/2003;0,092666;0,00092666
22/04/2003;0,092635;0,00092635
23/04/2003;0,092635;0,00092635
24/04/2003;0,09254;0,00092540
25/04/2003;0,092446;0,00092446
28/04/2003;0,092477;0,00092477
29/04/2003;0,092477;0,00092477
30/04/2003;0,092635;0,00092635
02/05/2003;0,092666;0,00092666
05/05/2003;0,092635;0,00092635
06/05/2003;0,09254;0,00092540
